"id","learning_rate","num_hidden","num_neurons","dropout_hidden","mse","mse_validate"
156,0.01,2,400,0.55,0.058743894515679,0.0597236982496744
975,0.14,5,400,0.95,0.0587452309515551,0.0598185566902098
328,0.06,1,200,0.65,0.0587773512406407,0.0629520677094073
915,0.14,3,100,0.95,0.0587861199007579,0.0622631873680646
286,0.01,3,500,0.6,0.0587871782818185,0.0622736121007178
875,0.14,5,400,0.9,0.0587888726492782,0.062266848966075
960,0.14,2,400,0.95,0.0588028284724088,0.0622856008432417
961,0.01,3,400,0.95,0.0588148646583092,0.0598651762965631
591,0.01,4,500,0.75,0.058830486722354,0.0623221913549501
701,0.01,1,100,0.85,0.0588402217401596,0.0595619528730317
12,0.04,3,100,0.5,0.0588742816203801,0.0599056572470532
407,0.04,2,100,0.7,0.0589015187706083,0.0624110359551791
248,0.06,5,200,0.6,0.0589593625713371,0.0599632286838913
326,0.01,1,200,0.65,0.0589607973925721,0.059661915851902
970,0.14,4,400,0.95,0.0589663283424207,0.0599680986802297
521,0.01,5,100,0.75,0.0590209873775595,0.0600056825927313
641,0.01,4,200,0.8,0.0590327330758562,0.062588496144519
946,0.01,5,200,0.95,0.0590456723302662,0.0600227300240294
953,0.06,1,400,0.95,0.0590533893397738,0.0602039394428659
296,0.01,5,500,0.6,0.0590953355023031,0.0600570570183164
604,0.1,1,100,0.8,0.0591166287321072,0.0630848145859583
805,0.14,1,100,0.9,0.0591383254116259,0.0627582795357057
386,0.01,3,500,0.65,0.0591872107696184,0.0601235288758681
511,0.01,3,100,0.75,0.0592218164642768,0.0601458213776986
311,0.01,3,100,0.65,0.0592238167000187,0.060147378867636
901,0.01,1,100,0.95,0.0592266706783537,0.0601616338129957
916,0.01,4,100,0.95,0.0592288403343308,0.060150579434729
857,0.04,2,400,0.9,0.0592400772581665,0.0628596784705329
801,0.01,1,100,0.9,0.0592451574465168,0.0603703307517727
6,0.01,2,100,0.5,0.0592737952380668,0.0601998921819211
213,0.06,3,100,0.6,0.0593083146516874,0.0629462141383345
443,0.06,4,200,0.7,0.0593758065019816,0.0630338216063496
699,0.1,5,500,0.8,0.0593937869389839,0.0602677883541569
926,0.01,1,200,0.95,0.0594834832838585,0.060205686790733
436,0.01,3,200,0.7,0.0595096412163041,0.0603511273153897
996,0.01,5,500,0.95,0.0595139736858923,0.0603538561088102
831,0.01,2,200,0.9,0.0595675692691461,0.0603940614861434
