"id","learning_rate","num_hidden","num_neurons","dropout_hidden","pccc","pccc_validate"
391,0.01,4,500,0.65,0.984615384615385,0.970824949698189
428,0.06,1,200,0.7,0.984615384615385,0.970824949698189
500,0.14,5,500,0.7,0.984615384615385,0.970824949698189
571,0.01,5,400,0.75,0.984615384615385,0.970824949698189
728,0.06,1,200,0.85,0.984615384615385,0.970824949698189
786,0.01,3,500,0.85,0.984615384615385,0.974849094567404
816,0.01,4,100,0.9,0.984615384615385,0.969818913480885
831,0.01,2,200,0.9,0.984615384615385,0.970824949698189
884,0.1,2,500,0.9,0.984615384615385,0.970824949698189
343,0.06,4,200,0.65,0.983516483516483,0.969818913480885
885,0.14,2,500,0.9,0.982417582417582,0.981891348088531
84,0.1,2,500,0.5,0.981318681318681,0.981891348088531
497,0.04,5,500,0.7,0.981318681318681,0.969818913480885
782,0.04,2,500,0.85,0.981318681318681,0.981891348088531
323,0.06,5,100,0.65,0.98021978021978,0.967806841046278
339,0.1,3,200,0.65,0.98021978021978,0.967806841046278
375,0.14,5,400,0.65,0.98021978021978,0.967806841046278
412,0.04,3,100,0.7,0.98021978021978,0.967806841046278
433,0.06,2,200,0.7,0.98021978021978,0.967806841046278
492,0.04,4,500,0.7,0.98021978021978,0.967806841046278
517,0.04,4,100,0.75,0.98021978021978,0.967806841046278
579,0.1,1,500,0.75,0.98021978021978,0.967806841046278
590,0.14,3,500,0.75,0.98021978021978,0.967806841046278
639,0.1,3,200,0.8,0.98021978021978,0.967806841046278
245,0.14,4,200,0.6,0.978021978021978,0.967806841046278
440,0.14,3,200,0.7,0.978021978021978,0.967806841046278
585,0.14,2,500,0.75,0.978021978021978,0.967806841046278
754,0.1,1,400,0.85,0.978021978021978,0.967806841046278
830,0.14,1,200,0.9,0.978021978021978,0.967806841046278
999,0.1,5,500,0.95,0.978021978021978,0.967806841046278
327,0.04,1,200,0.65,0.975824175824176,0.96579476861167
436,0.01,3,200,0.7,0.975824175824176,0.964788732394366
438,0.06,3,200,0.7,0.975824175824176,0.96579476861167
495,0.14,4,500,0.7,0.975824175824176,0.96579476861167
498,0.06,5,500,0.7,0.975824175824176,0.964788732394366
